product_name,review_title,review_text,review_rating,review_date,brand_name
"ryka women's cheri ballet flat, navy blazer, 4 uk",Great Shoe But Too Large,"I have several pairs of Ryka, all size 6.5.  I love the brand. These were huge in the heel area and a bit wide across the bridge of my foot. Before you ask I double checked to make sure they had not sent me the 6.5 Wide. It is stamped 6.5 M.  I am so disappointed because they are just what I needed. I do not think the size 6 would be any better due to the width.",3.0,Reviewed in the United States on 17 December 2021,Ryka
"ryka women's cheri ballet flat, navy blazer, 4 uk",Absolute Comfort,"Absolute Comfort is what first comes to mind with these.  With these available in a Wide width it made for a perfect fit at 6 1/2 W.  These will be my go to slip ons for around the house, no break in needed.  I love them, it is like they were made for my foot!!",5.0,Reviewed in the United States on 6 March 2021,Ryka
"ryka women's cheri ballet flat, navy blazer, 4 uk",VERY COMFORTABLE,"I ordered this in black and came back for two more colors.  I wear a size 9 and it was a full size 9 with a little room.  It is not narrow or tight, which I like.  I have been looking for comfy flats for awhile and Ryka got it right.",5.0,Reviewed in the United States on 22 January 2021,Ryka
"ryka women's cheri ballet flat, navy blazer, 4 uk",Ryka ballet flats,I ordered these in a 7.5 wide and they fit my wide foot comfortably. I do not notice any arch supports. I like these shoes. It is hard to find cute shoes for a wide foot. They are comfortable for a short term wear however I have not tried wearing them for super long periods of time so I cannot attest to how they feel after wearing for a whole day.,5.0,Reviewed in the United States on 8 September 2021,Ryka
"ryka women's cheri ballet flat, navy blazer, 4 uk",Comfortable,"These shoes are comfortable out of the box. I've been wearing them almost everyday since receiving them. When they get dirty, I toss them in the washer on delicate cycle and then air dry.",5.0,Reviewed in the United States on 7 August 2021,Ryka
"adidas sport performance kid's ch adisnow cf cp snow boots, grey, textile, rubber, 12 little kid m",... son and I was hoping they would be a good choice for the winter weather,I bought these for my son and I was hoping they would be a good choice for the winter weather.  He likes them but one issue is that they're not comfortable for all day wearing.,4.0,Reviewed in the United States on 17 December 2015,Adidas
"adidas sport performance kid's ch adisnow cf cp snow boots, grey, textile, rubber, 12 little kid m",Nope,Returned them. Too stiff and narrow for an athletic tween.,2.0,Reviewed in the United States on 15 November 2015,Adidas
"adidas sport performance kid's ch adisnow cf cp snow boots, grey, textile, rubber, 12 little kid m",Five Stars,Cool,5.0,Reviewed in the United States on 17 August 2017,Adidas
"adidas sport performance kid's ch adisnow cf cp snow boots, grey, textile, rubber, 12 little kid m",Five Stars,Great,5.0,Reviewed in the United States on 7 January 2017,Adidas
"adidas sport performance kid's ch adisnow cf cp snow boots, grey, textile, rubber, 12 little kid m","Very comfortable, my grandson loves them","Very  comfortable ,my grandson  loves  them. Keeps  feet very  warm.",5.0,Reviewed in the United States on 30 November 2015,Adidas
"adidas sport performance kid's ch adisnow cf cp snow boots, grey, textile, rubber, 12 little kid m",Great Stuff!,Great Stuff!,5.0,Reviewed in the United States on 13 January 2017,Adidas
"adidas sport performance kid's ch adisnow cf cp snow boots, grey, textile, rubber, 12 little kid m",Five Stars,Nice boots,5.0,Reviewed in the United States on 27 October 2017,Adidas
"adidas sport performance kid's ch adisnow cf cp snow boots, grey, textile, rubber, 12 little kid m",so far so good. Fits well,"My son hasn't complained that they hurt, so far so good.  Fits well.",4.0,Reviewed in the United States on 2 December 2015,Adidas
"adidas 90s valasion, women's running shoe, cloud white / tech ink / real pink s18, 4.5 uk (37 1/3 eu)","Comfortable, sizes is bigger than expected","These sneakers are comfortable, not as light as running shoes but good enough for being casual sneakers. The size is a bit bigger than expected. I got a Women's 7.5 US size and it's equal to a 39 2/3 EU size (usually a 7.5 it's a 38 or 38.5 on other brands).",5.0,Reviewed in Canada on 7 June 2021,Adidas
"adidas 90s valasion, women's running shoe, cloud white / tech ink / real pink s18, 4.5 uk (37 1/3 eu)",looks wide fut feels narrow,"i liked the retro design and the chunky look ..also was a great price for this brand so i assumed it would fit wide..but it only looks wide but feels narrow on the toe part, hurt the feet",3.0,Reviewed in Canada on 8 June 2020,Adidas
"adidas 90s valasion, women's running shoe, cloud white / tech ink / real pink s18, 4.5 uk (37 1/3 eu)",Not true to size,I like these shoes but they are way way way too big. I am a size 7.5 and I ordered my size and they fit more like a 9.5! Massive shoes and not true to size. I gave them away,3.0,Reviewed in Canada on 23 October 2020,Adidas
"adidas 90s valasion, women's running shoe, cloud white / tech ink / real pink s18, 4.5 uk (37 1/3 eu)",Good for the $,A little rough inside,5.0,Reviewed in Canada on 9 June 2020,Adidas
"adidas 90s valasion, women's running shoe, cloud white / tech ink / real pink s18, 4.5 uk (37 1/3 eu)",I am not sure what make these uncomfortbale,These shoes are a little heavy but that is likely because I tend to go for lightweight sneakers. The shoes are really cute and Love the style. My issue is comfort. I wore these for a day and they are not small but something about how they fit causes some discomfort around my toes and ankle. Not unbearable and there is enough room to wear thicker socks that should offer some more comfort.,3.0,Reviewed in the United States on 9 February 2021,Adidas
"adidas 90s valasion, women's running shoe, cloud white / tech ink / real pink s18, 4.5 uk (37 1/3 eu)",🥰💞👌,Where them when I going to the park,5.0,Reviewed in the United States on 23 March 2021,Adidas
"adidas 90s valasion, women's running shoe, cloud white / tech ink / real pink s18, 4.5 uk (37 1/3 eu)",low support,"if you have over arching feet this isn’t the shoe for you, the sole on the ball isn’t that thick so after awhile my feet start to hurt but if you’re just wearing for a couple hours they’re great",3.0,Reviewed in the United States on 1 February 2021,Adidas
"adidas 90s valasion, women's running shoe, cloud white / tech ink / real pink s18, 4.5 uk (37 1/3 eu)",Cool old skool look,A little narrow. But overall cool retro look.,4.0,Reviewed in the United States on 9 May 2020,Adidas
"new balance men's all coast 425 v1 sneaker, navy/natural indigo, 11",Sizing is way off.,The sizing of these is way off. I listened to the reviews and ordered a whole size larger than normal (I wear a lot of NB shoes of this same style) and they were right I needed a whole size larger in length but they were very narrow. I returned them and ordered the same thing in a wide only to find that this shoe was not only wider but much longer also. so I guess you should order a half size larger and wide in order to get a proper fit? I give up.  I wouldn't recommend ordering these online unless you know for a fact what size is appropriate. Try these on first if at all possible.,2.0,Reviewed in the United States on 31 December 2020,New balance
"new balance men's all coast 425 v1 sneaker, navy/natural indigo, 11",Would not recommend people who skate every once and a while,"I purchased these shoes a little under 2 weeks ago and am not impressed with the durability of the stitching on them. I skate maybe an hour every other day but I do not do any crazy tricks, an Ollie and kickflip if I’m feeling it and this is just from a small time frame of wearing them. My previous vans half cabs lasted 9 months. I had heard good things about New Balance for skating but am not impressed with them at all. They are also not comfortable in the slightest, even after wearing them in a good bit. Maybe I got a bad batch but if not, do better New Balance.",1.0,Reviewed in the United States on 18 October 2021,New balance
"new balance men's all coast 425 v1 sneaker, navy/natural indigo, 11",Only a Little Wider (2E not 4E),"I ordered the 11.5 Wide, since New Balance has been exceptionally consistent in sizing for me. To my surprise, these did not fit when I tried them on. The reason is they're not the standard 4E wide for New Balance, but only 2E wide. I tried two of these before realizing the problem. They look great, but if you're buying it for the width, be sure to know they're not standard wides.",3.0,Reviewed in the United States on 13 March 2020,New balance
